project,bugs,version,MAP_buglocator,MRR_buglocator,HIT1_buglocator,HIT5_buglocator,HIT10_buglocator,MAP_bluir,MRR_bluir,HIT1_bluir,HIT5_bluir,HIT10_bluir,MAP_brtracer,MRR_brtracer,HIT1_brtracer,HIT5_brtracer,HIT10_brtracer,MAP_amalgam,MRR_amalgam,HIT1_amalgam,HIT5_amalgam,HIT10_amalgam,MAP_blia,MRR_blia,HIT1_blia,HIT5_blia,HIT10_blia,MAP_locus,MRR_locus,HIT1_locus,HIT5_locus,HIT10_locus,MAP_blizzard,MRR_blizzard,HIT1_blizzard,HIT5_blizzard,HIT10_blizzard
smartshark_commons-vfs,84.0,4,0.3367275446345388,0.404811386566045,0.34523809523809523,0.4880952380952381,0.5238095238095238,0.3353550161597892,0.35739496118960407,0.30952380952380953,0.42857142857142855,0.44047619047619047,0.32354730291837314,0.3815080829878353,0.2976190476190476,0.4880952380952381,0.5238095238095238,0.08763083509136706,0.11151200663385649,0.047619047619047616,0.16666666666666666,0.23809523809523808,0.38256771689019586,0.4194879016307588,0.38095238095238093,0.44047619047619047,0.5476190476190477,0.023922902494331065,0.023922902494331065,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.34795853947639654,0.34444959802102654,0.0,0.7380952380952381,0.7857142857142857
smartshark_deltaspike,118.0,16,0.436944322135284,0.5205851231888148,0.3898305084745763,0.6610169491525424,0.7711864406779662,0.31602867705838994,0.31262921901108887,0.2457627118644068,0.3898305084745763,0.4152542372881356,0.4696845176544343,0.574526589384531,0.4576271186440678,0.6864406779661016,0.7796610169491526,0.09279572239816039,0.10974846598584552,0.06779661016949153,0.1694915254237288,0.17796610169491525,0.4180761476242592,0.47018777086960445,0.3305084745762712,0.635593220338983,0.7372881355932204,0.26456223210519225,0.3193873579674178,0.1864406779661017,0.4491525423728814,0.559322033898305,0.4339855883288089,0.42712873284907216,0.0,1.0,1.1610169491525424
smartshark_eagle,100.0,3,0.24868767699579003,0.3721529868048669,0.25,0.52,0.62,0.29609925104474816,0.2941781544409628,0.18,0.43,0.49,0.30667762645877245,0.45632589824830433,0.34,0.62,0.7,0.09354608889378108,0.12506669910258097,0.09,0.16,0.18,0.2979359582724636,0.3856109866262357,0.26,0.54,0.58,0.21650395964511662,0.3112563706511999,0.19,0.48,0.58,0.32022817460317443,0.3257748917748917,0.0,0.7,1.0
smartshark_giraph,109.0,3,0.3851865881002392,0.4808686087274887,0.3669724770642202,0.6146788990825688,0.6697247706422018,0.21902919094619713,0.22903518986108787,0.1743119266055046,0.30275229357798167,0.3211009174311927,0.45847685350988715,0.5658091294320391,0.48623853211009177,0.6880733944954128,0.7064220183486238,0.04887419670756877,0.05392435050132545,0.01834862385321101,0.07339449541284404,0.09174311926605505,0.4780831103460572,0.5380708346447219,0.46788990825688076,0.6238532110091743,0.6880733944954128,0.27071822881912183,0.3054814602537222,0.1926605504587156,0.42201834862385323,0.5229357798165137,0.561539545110974,0.5528777287951603,0.0,1.2660550458715596,1.4495412844036697
smartshark_gora,51.0,8,0.5680327574972909,0.6578845798568984,0.5098039215686274,0.8627450980392157,0.9215686274509803,0.40188909483212654,0.3914877061935885,0.29411764705882354,0.5294117647058824,0.5686274509803921,0.639319024626808,0.7603909275308869,0.6666666666666666,0.9019607843137255,0.9411764705882353,0.19163968786519353,0.24637611947720928,0.17647058823529413,0.35294117647058826,0.39215686274509803,0.7211689877092161,0.784313725490196,0.6666666666666666,0.9411764705882353,0.9607843137254902,0.36347913386227776,0.4168240037945323,0.27450980392156865,0.6470588235294118,0.7254901960784313,0.5871139263786321,0.575475341651812,0.0,1.3725490196078431,1.4901960784313726
smartshark_jspwiki,119.0,12,0.08448940581322797,0.12367263421000763,0.10084033613445378,0.15126050420168066,0.18487394957983194,0.07728984643241313,0.0732116544976791,0.058823529411764705,0.09243697478991597,0.1092436974789916,0.12641944613688527,0.16161601149005722,0.1092436974789916,0.226890756302521,0.29411764705882354,0.018409778583165563,0.026203218651814863,0.008403361344537815,0.05042016806722689,0.05042016806722689,0.11725567092079803,0.13145800670600835,0.1092436974789916,0.15126050420168066,0.16806722689075632,0.0742697823343867,0.08816526610644258,0.058823529411764705,0.12605042016806722,0.14285714285714285,0.09598900166127053,0.09327731092436972,0.0,0.21008403361344538,0.2689075630252101
smartshark_knox,124.0,13,0.387693401946909,0.5115570155444789,0.3709677419354839,0.6854838709677419,0.7661290322580645,0.4420237825365067,0.45778469185932885,0.3548387096774194,0.5887096774193549,0.6451612903225806,0.39102755996986,0.5307791309197173,0.4032258064516129,0.6935483870967742,0.7903225806451613,0.16471650299810464,0.2083209322331291,0.12096774193548387,0.29838709677419356,0.3709677419354839,0.3659779732182611,0.4399153888239314,0.3064516129032258,0.6209677419354839,0.7016129032258065,0.30524343347869126,0.40505635355126307,0.25806451612903225,0.5806451612903226,0.717741935483871,0.5933514061783073,0.5836958292603458,0.0,1.3387096774193548,1.6370967741935485
smartshark_kylin,279.0,11,0.36778675735299515,0.4489514413000004,0.32616487455197135,0.6200716845878136,0.6917562724014337,0.33127054980023335,0.32236349894396293,0.24014336917562723,0.43010752688172044,0.4910394265232975,0.37763846359528397,0.4664102180188023,0.33691756272401435,0.6093189964157706,0.7025089605734767,0.09677801711585547,0.11199417933690002,0.06810035842293907,0.15770609318996415,0.20430107526881722,0.36661799772739684,0.4352687675478442,0.3118279569892473,0.5627240143369175,0.6810035842293907,0.2727509186443506,0.332272714728155,0.21863799283154123,0.45878136200716846,0.5698924731182796,0.31825488413750075,0.3165788711487637,0.0,0.6989247311827957,0.8637992831541219
smartshark_lens,184.0,2,0.3004244094795305,0.48049570414360493,0.375,0.6032608695652174,0.7445652173913043,0.3213877858244269,0.328536221803833,0.25,0.41304347826086957,0.5271739130434783,0.3642370183754527,0.5599017842610128,0.44021739130434784,0.7065217391304348,0.782608695652174,0.10286862945162223,0.13171462444148724,0.08695652173913043,0.15760869565217392,0.21739130434782608,0.3400734230463447,0.46546232502460705,0.31521739130434784,0.6413043478260869,0.7934782608695652,0.2615863628033494,0.4080122819177639,0.2608695652173913,0.5543478260869565,0.6793478260869565,0.371659432053454,0.37488236401279906,0.0,0.8641304347826086,1.0380434782608696
smartshark_mahout,222.0,13,0.5040563524946085,0.6365745454000575,0.5225225225225225,0.7747747747747747,0.8063063063063063,0.45686428856455386,0.4632990498212426,0.36936936936936937,0.5720720720720721,0.6216216216216216,0.4927868474686161,0.6366991760071062,0.527027027027027,0.7702702702702703,0.8108108108108109,0.1368943867778063,0.15369799988532795,0.08558558558558559,0.22972972972972974,0.2927927927927928,0.5057289712021977,0.6135969574754125,0.5180180180180181,0.7387387387387387,0.8243243243243243,0.22559479384370607,0.280597694283214,0.18468468468468469,0.3918918918918919,0.46396396396396394,0.48734494505327824,0.48275483275483283,0.0,1.0945945945945945,1.2477477477477477
smartshark_manifoldcf,262.0,25,0.4451422144470153,0.5347458866779081,0.40076335877862596,0.6946564885496184,0.8053435114503816,0.5856907277191146,0.5782839427642159,0.44656488549618323,0.7251908396946565,0.8206106870229007,0.5385293272527638,0.6590840949607869,0.5572519083969466,0.7786259541984732,0.8358778625954199,0.24010600901062865,0.28871598949902855,0.183206106870229,0.4389312977099237,0.5534351145038168,0.5374908436554667,0.6068486504960855,0.4541984732824427,0.8053435114503816,0.916030534351145,0.5447075796758699,0.6503936411315954,0.5305343511450382,0.7938931297709924,0.8816793893129771,0.47608263202728823,0.46393776918586055,0.0,1.0877862595419847,1.217557251908397
smartshark_nutch,376.0,22,0.45310236685243094,0.510855989525191,0.40691489361702127,0.6409574468085106,0.6861702127659575,0.41260063624226784,0.41222351605143315,0.3351063829787234,0.5159574468085106,0.5452127659574468,0.44188204719364865,0.5086157155251505,0.4095744680851064,0.6462765957446809,0.7021276595744681,0.17598030921520788,0.1962927318037168,0.13031914893617022,0.2553191489361702,0.3324468085106383,0.4710914189080626,0.5121330986123118,0.4148936170212766,0.6409574468085106,0.6702127659574468,0.3729196937227185,0.4302008730463888,0.3404255319148936,0.5212765957446809,0.6143617021276596,0.4435528297795584,0.4420791309754075,0.0,0.9867021276595744,1.0957446808510638
smartshark_opennlp,87.0,2,0.4677582037697024,0.541031006735382,0.41379310344827586,0.7241379310344828,0.7931034482758621,0.4391596133741417,0.4303896135792688,0.3448275862068966,0.5402298850574713,0.5862068965517241,0.4699914199211253,0.5294399197384143,0.39080459770114945,0.7471264367816092,0.8045977011494253,0.14840046056205122,0.16685124038778504,0.11494252873563218,0.20689655172413793,0.26436781609195403,0.511765459056192,0.5770429745323006,0.4482758620689655,0.735632183908046,0.7816091954022989,0.31877885764584984,0.382945279000003,0.27586206896551724,0.4827586206896552,0.5862068965517241,0.4787167653546965,0.479977111011594,0.0,1.1264367816091954,1.2183908045977012
smartshark_parquet-mr,49.0,10,0.4728631494007096,0.6450961789357612,0.5714285714285714,0.6938775510204082,0.7755102040816326,0.44262346045326484,0.4421666885776667,0.3673469387755102,0.5510204081632653,0.5510204081632653,0.45452229922266063,0.6127793461928099,0.5510204081632653,0.6530612244897959,0.7346938775510204,0.07284656560705885,0.1359670813367473,0.10204081632653061,0.14285714285714285,0.1836734693877551,0.49800748072867806,0.6130871396177519,0.5102040816326531,0.7551020408163265,0.7959183673469388,0.2086456791468783,0.2598870686714901,0.16326530612244897,0.3469387755102041,0.4897959183673469,0.5082803251170597,0.5161093441705684,0.0,1.1224489795918366,1.3061224489795917
smartshark_santuario-java,47.0,6,0.490680405883931,0.5972185390601946,0.5106382978723404,0.723404255319149,0.7659574468085106,0.5012956312717329,0.46493327547261243,0.40425531914893614,0.5319148936170213,0.574468085106383,0.529291925477242,0.6538333879698442,0.5531914893617021,0.7872340425531915,0.851063829787234,0.13795633458304574,0.20931757207106264,0.14893617021276595,0.2553191489361702,0.2765957446808511,0.5129157573271076,0.6021711483427609,0.48936170212765956,0.7446808510638298,0.8085106382978723,0.40017630171526475,0.4720305686760378,0.3617021276595745,0.5957446808510638,0.6595744680851063,0.4491902305732091,0.4549737496546006,0.0,1.0,1.1702127659574468
smartshark_systemml,258.0,10,0.22330737127865877,0.3420083214382941,0.2248062015503876,0.47674418604651164,0.5930232558139535,0.27563611515007236,0.2936979914846544,0.20155038759689922,0.3953488372093023,0.4728682170542636,0.25645466732886185,0.38671089661549013,0.2713178294573643,0.5193798449612403,0.6434108527131783,0.08820880370371166,0.1132813388213542,0.06589147286821706,0.16279069767441862,0.19767441860465115,0.2434355366587409,0.30568951193871985,0.17829457364341086,0.4263565891472868,0.5658914728682171,0.24451018374553657,0.35447907547854274,0.22093023255813954,0.5193798449612403,0.6162790697674418,0.34345321524585093,0.34976201662248174,0.0,0.8217054263565892,1.0116279069767442
smartshark_tika,320.0,28,0.46309372099134094,0.6162759299113406,0.484375,0.7625,0.85625,0.5500302116513077,0.5584984191444021,0.45625,0.678125,0.7375,0.4731504492301773,0.639041532026565,0.525,0.79375,0.853125,0.24991543401554392,0.2984441170904224,0.190625,0.434375,0.5125,0.48256046902778393,0.5810967170294716,0.434375,0.765625,0.859375,0.306794468928782,0.3769908361366411,0.265625,0.525,0.615625,0.5200466438942999,0.5138697240259742,0.0,1.1375,1.296875
smartshark_wss4j,150.0,5,0.2626779680910812,0.3230386773337169,0.25333333333333335,0.3933333333333333,0.44,0.189150108051085,0.19237541022838506,0.14666666666666667,0.26,0.31333333333333335,0.26648006428379695,0.3410425100479119,0.26666666666666666,0.4266666666666667,0.47333333333333333,0.07292250368623172,0.08468785535729009,0.04666666666666667,0.12,0.15333333333333332,0.2899113322305309,0.3278743645390301,0.24666666666666667,0.43333333333333335,0.47333333333333333,0.09942363620444752,0.11734681056962451,0.08,0.16,0.20666666666666667,0.22717301988135324,0.22825733525733521,0.0,0.5066666666666667,0.6333333333333333
