,Apache_CAMEL,Apache_HBASE,Apache_HIVE,Commons_CODEC,Commons_COLLECTIONS,Commons_COMPRESS,Commons_CONFIGURATION,Commons_CRYPTO,Commons_CSV,Commons_IO,Commons_LANG,Commons_MATH,Commons_WEAVER,JBoss_ENTESB,JBoss_JBMETA,Spring_AMQP,Spring_ANDROID,Spring_BATCHADM,Spring_BATCH,Spring_DATACMNS,Spring_DATAGRAPH,Spring_DATAJPA,Spring_DATAMONGO,Spring_DATAREDIS,Spring_DATAREST,Spring_LDAP,Spring_MOBILE,Spring_ROO,Spring_SECOAUTH,Spring_SEC,Spring_SGF,Spring_SHDP,Spring_SHL,Spring_SOCIALFB,Spring_SOCIALLI,Spring_SOCIALTW,Spring_SOCIAL,Spring_SPR,Spring_SWF,Spring_SWS,Wildfly_ELY,Wildfly_SWARM,Wildfly_WFARQ,Wildfly_WFCORE,Wildfly_WFLY,Wildfly_WFMP,Previous_AspectJ,Previous_PDE,Previous_SWT,Previous_ZXing
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.556365870320931e-07,0.0,0.0,0.0
1,1.0504540731259838e-06,9.033844064942897e-06,4.3574183277161894e-07,0.0,0.0,0.0,7.192433559910505e-06,0.0,0.0,0.0,0.0,2.952407195988549e-06,0.0,0.0,0.0,9.188253171710237e-05,0.0,0.0,1.8028697178706921e-06,0.0,0.0,1.8868517877934644e-05,0.0,0.0,2.227233497595904e-05,0.0,0.0,-2.166321499408319e-06,0.0,2.2604233772760552e-06,-2.814522938363595e-05,0.0,0.0,0.0,0.001481481481481417,0.0,0.0,4.5466084195089355e-06,0.0,0.0,0.0,0.0,0.0,1.7678745374283266e-07,-1.3759732775397993e-07,0.0,1.1855146723416254e-05,0.0,1.7135317602834378e-06,0.0001534526854219953
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8.78561588411042e-06,4.9959895207418727e-05,1.3072254983015342e-05,0.0035019455252919274,0.000482193290624755,0.0011165023216987535,0.0011939439709426126,0.0,0.011111111111111072,0.002813087626927402,0.0011559545562882523,0.00020666850371997558,0.0,0.00014124293785311437,4.861448711712679e-05,0.0005583630773579928,0.0012391573729864103,0.0009782342871118566,0.00012214442338585041,0.0005401568532401368,-0.0001153345525843008,0.0007295826912796066,0.00012709252145868267,0.00057557269483135,0.0002951084384309466,0.0003359791692914893,0.0013201320132012917,2.079668639465293e-05,0.0,0.00014881120567213912,0.0006051224317478399,0.00016908552909677965,0.0,0.001369394043135852,0.0018518518518517713,0.001351351351351382,0.0024524312896405886,1.7807549643245046e-05,0.0002856082668975191,0.00015432892638511664,0.0,7.30540234503696e-05,0.0,1.6971595559800434e-05,3.5224915903908637e-06,0.0,-1.5753604675605715e-05,1.542877530886777e-05,2.8558862671834717e-05,0.0
4,1.673086850975114e-05,6.446879628139169e-05,2.162368845111118e-05,0.004085603112840563,0.0005694473146425682,0.0010851985182866563,0.001402524544179573,0.00030487804878047696,0.013888888888888905,0.003520120345994715,0.001136092794152721,0.0002056843679879794,0.0,0.0003954802259887202,5.833738454057436e-05,0.0007350602537371076,0.0013630731102850513,0.0012227928588897541,0.0001523424911602955,0.000654420802963962,-8.567709620548314e-05,0.0010503474952042735,0.00019727794375679064,0.0006331299643144827,0.0005456722069100417,0.00041997396161432834,0.002970297029702973,5.502456608579287e-05,0.0,0.00017895018403610852,0.0006543765831692027,0.0002423559250387175,0.00024183796856107608,0.0012324546388222668,0.0018518518518517713,0.001351351351351382,0.0027906976744185965,2.1217505957915606e-05,0.00031034599080201895,0.00016118798978002059,0.00026075619295959915,0.0001095810351755322,0.0,2.634133060843702e-05,7.182580508535707e-06,0.0,-1.5977286689228265e-06,1.6714506584580846e-05,5.311948456960813e-05,0.00028132992327358777
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6.11173278941557e-07,1.765705885417024e-05,5.119966534983255e-06,0.00045395590142671693,5.510780464279552e-05,-1.0434601137365718e-05,9.350163627868114e-05,0.0,0.0,0.0003008649868371238,0.00015889409708429446,3.444475061997743e-05,0.0,0.0,0.0,9.895041877225897e-05,0.0004956629491945641,0.0,9.01434858935346e-06,3.808798324134166e-05,3.2952729310142816e-06,0.0002641592502909074,6.639161568735563e-05,0.00014964890065616299,8.352125615973538e-05,0.00010079375078739795,0.00033003300330032294,1.9063629195081867e-05,0.0,2.335770823205241e-05,-7.739938080491005e-05,1.6908552909677964e-05,0.0,-0.0001369394043136296,0.0,0.0,0.000338266384778052,1.0229868943967268e-05,-2.2488839913181733e-06,-2.22919560333823e-05,0.0,7.30540234503696e-06,0.0,3.358961621180434e-06,2.6143492272812095e-06,0.0,3.0037298975882365e-06,-2.5714625514261512e-06,-7.42530429469479e-06,0.00017902813299230935
7,8.403632585141097e-07,1.779393527967521e-06,2.4510478093153766e-06,-6.485084306095956e-05,4.592317053564443e-06,0.0,-1.4384867119754397e-05,0.0,0.0,0.0,4.766822912527502e-05,0.0,0.0,0.0,0.0,-7.067887055178801e-06,0.0,0.0,4.9578917241444035e-06,3.4625439310431717e-06,1.647636465493818e-05,1.8868517877934644e-05,7.587613221393674e-06,1.1511453896617674e-05,-7.238508867168925e-05,8.39947923227946e-06,0.0,3.032850099216056e-06,-2.526017985249318e-05,2.6371606068220645e-06,-7.036307345908987e-06,0.0,0.0,-0.0002738788086272592,0.0,0.0,0.0007610993657505505,-3.7888403499053424e-07,-1.3493303947909042e-05,6.859063394926146e-06,0.0,-7.30540234503696e-06,0.0,1.2375121762442376e-06,1.1282980875826354e-06,0.0,5.432277474515246e-07,-1.9285969135696133e-06,-6.8541270412669775e-06,-0.00010230179028134501
8,8.709219224267705e-06,2.203710446135876e-05,2.5599832675116117e-05,0.0005836575875486583,0.00016991573098201762,0.0002191266238848133,0.00021577300679691546,0.0006097560975609539,-0.0011111111111111072,0.0004813839789394203,0.00023039644077227361,5.5111600991963885e-05,0.0,0.0003954802259887202,6.806028196404412e-05,0.00017669717637907033,0.0006195786864932051,0.0,3.876169893421988e-05,0.00011772649365493493,6.920073155061157e-05,0.0002012641906978363,9.105135865699055e-05,0.0001841832623460382,0.00010022550739170466,0.00011759270925197907,-0.0013201320132012917,4.85256015875013e-05,5.052035970498636e-06,5.085952598919974e-05,7.739938080497666e-05,4.5089474425807906e-05,0.0007255139056832283,6.84697021567926e-05,0.0,0.0,0.0005073995771670336,1.7807549643222843e-05,7.421317171349973e-05,4.801344376430539e-05,0.0013037809647979293,5.844321876029568e-05,0.0,7.955435418649515e-06,7.567853026246851e-06,0.0008333333333333304,-2.556365870320931e-07,2.571462551514969e-06,3.0843571685590376e-05,-2.5575447570336253e-05
9,8.269938430083279e-06,2.450088011543006e-05,2.592663904967818e-05,0.0013618677042802618,3.21462193749511e-05,0.0,0.00017261840543754127,0.0018292682926829063,0.0,0.00019556224144412493,0.00030189878446018614,1.5746171711938926e-05,0.002678571428571419,0.00028248587570622874,0.0,-2.2204460492503132e-17,0.0,0.0003423820004891498,4.912819981197636e-05,3.116289537927752e-05,0.0001812400112039425,0.0003207648039246669,4.3628776023085794e-05,2.302290779323535e-05,0.0001224978423675971,0.00010919323001972181,-0.0016501650165016146,3.0328500992204965e-05,1.5156107911495908e-05,5.349668659604401e-05,0.00018294399099352265,0.0,0.0,0.000342348510783963,0.0,0.0,0.0005919661733615244,7.198796664242834e-06,5.397321579163617e-05,0.0001028859509234259,0.0,2.922160938014784e-05,0.0,2.3159156440977214e-05,7.677930888450035e-06,0.0,0.0,3.2143281893426415e-05,5.254830731618032e-05,0.0002046035805626234
10,0.0,1.3687642523851907e-07,0.0,6.485084306095956e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84135731996183e-07,0.0,2.8248587570622875e-05,0.0,-3.5339435275894004e-05,0.00012391573729864103,0.0,4.5071742946767304e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.126487179707869e-05,0.0,3.7673722954600917e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.788840349461253e-07,4.497767982636347e-06,0.0,0.00013037809647979958,1.461080469007392e-05,0.0,0.0,0.0,0.0,2.236820136447548e-07,0.0,0.0,0.0
11,8.823814214031778e-06,5.1602412310147726e-05,1.2636513150265927e-05,0.0035019455252919274,0.00041330853482119957,0.0009286795012260818,0.0009206314956666129,0.00030487804878047696,0.007222222222222197,0.0029484768710041466,0.0010765075077461272,0.0001879699248119815,0.0,0.0,7.778317938746948e-05,0.0005018199809166734,0.0012391573729864103,0.000831499144045078,0.0001122286399375616,0.0004432056231713943,-0.00011203927965333093,0.0008805308343029728,3.983496941242226e-05,0.0005410383331414748,0.0002951084384309466,0.00035277812775604824,0.0006600660066006459,2.25297435942462e-05,-1.5156107911495908e-05,0.00013901603770387626,0.0004151421334084082,0.0001465407918838757,0.0,0.0007531667237247186,0.0018518518518517713,0.0009009009009009362,0.002198731501057072,1.667089753834006e-05,0.00023613281908851924,9.774165337728125e-05,-0.0003911342894393988,1.461080469007392e-05,0.0,1.873947009727317e-05,4.650789677973499e-06,0.0,3.5150030717190364e-07,1.414304403313249e-05,2.8558862671856923e-05,0.0001023017902813006
