,smartshark_ant-ivy,smartshark_archiva,smartshark_calcite,smartshark_cayenne,smartshark_commons-bcel,smartshark_commons-beanutils,smartshark_commons-codec,smartshark_commons-collections,smartshark_commons-compress,smartshark_commons-configuration,smartshark_commons-dbcp,smartshark_commons-digester,smartshark_commons-io,smartshark_commons-jcs,smartshark_commons-jexl,smartshark_commons-lang,smartshark_commons-math,smartshark_commons-net,smartshark_commons-scxml,smartshark_commons-validator,smartshark_commons-vfs,smartshark_deltaspike,smartshark_eagle,smartshark_giraph,smartshark_gora,smartshark_jspwiki,smartshark_knox,smartshark_kylin,smartshark_lens,smartshark_mahout,smartshark_manifoldcf,smartshark_nutch,smartshark_opennlp,smartshark_parquet-mr,smartshark_santuario-java,smartshark_systemml,smartshark_tika,smartshark_wss4j
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,8.597103206220424e-07,0.0,0.0,0.00010826025765942049,0.0,0.0,0.0,0.0,0.0,-0.0005837711617046049,0.0,0.0,-0.0002460327223521297,2.690160737106595e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2081818071885131e-05,4.598441128544906e-06,0.0,0.0,3.8412193567038955e-06,6.807274707587574e-06,-3.2419377061110312e-06,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.00012384575753969783,3.6356490124789254e-05,6.340363614483202e-05,5.233621218825313e-06,-5.652911249294234e-05,0.0011475587311897462,0.004012483281319645,0.0007448643562803836,0.0010655264854593227,0.0011442099033339703,0.001274697259400881,0.0010507880910682887,0.002959420073238217,0.00022541561003099896,0.00027063599458723166,0.0008527809536620134,0.0001605068158680778,0.0014261980830671428,0.0007007708479327412,0.0014504219409282814,0.0005393626890466408,4.564655349821311e-05,2.5906735751313192e-05,0.0002002383204550595,0.0002358580286834222,4.953545409518423e-05,6.437817579842963e-05,9.048049907112165e-06,5.0485219049711816e-05,8.873216713916055e-05,4.810474126684117e-05,0.0003720123517826357,0.00015295327277518034,0.00016999398801753607,0.0005130532588748293,-1.1140181158997287e-05,0.00015747753473511762,0.0001556850655003883
4,0.000178337890857172,8.352166650291704e-05,8.27471183584949e-05,1.7663471613538207e-05,1.4132278123235586e-05,0.001320775143444819,0.004339426363501264,0.00077622706601852,0.0013302114085988804,0.0013661471690668892,0.0020235818992988984,0.0014010507880910517,0.0030789926014498812,0.00043204658589277576,0.0004182556279984873,0.0009819086690429969,0.00017808883456744696,0.0016869009584665085,0.00042046250875964474,0.0017405063291139554,0.0008025716813014006,7.034059063653064e-05,1.587832191209948e-05,0.0002456911907424031,0.0002510746756952509,5.315999951678307e-05,0.00011220196353443069,3.952569169956011e-05,7.4792917110722e-05,0.00011677306844288804,0.00011345457845957085,0.00045143982558377705,0.0001920413313732272,0.00024462549495207764,0.0005683051482921586,-6.8807001276205424e-06,0.0002626979503204341,0.0002478670121783155
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2.675068362851807e-05,-2.9478235236579666e-06,-6.447827404443274e-07,9.158837132949848e-06,-5.652911249294234e-05,6.49561545956523e-05,0.00038638727894191316,5.8805080758972396e-05,-2.7147171604036126e-05,0.00011343460248569581,0.00020713830465264317,0.0,0.00023914505642332883,-5.635390250773309e-05,-0.00012301636117608705,4.573273253076771e-05,1.1343237870775625e-06,-0.00013290734824278339,0.0004905395935529189,0.00021097046413505184,8.198312873510804e-05,-2.6938949605437302e-05,1.0864114992492624e-05,2.21122071668578e-05,-3.804161752956059e-05,-2.4163636143881284e-05,2.483158209374281e-05,-9.52426306017884e-06,2.7112432452613965e-05,2.688853549703829e-06,-3.1767281968742013e-06,-4.86290655923316e-06,1.5295327277531358e-05,-8.292389659336764e-06,0.00021311443060958445,2.031444799583948e-05,3.107180057551062e-05,3.687277867117089e-05
7,3.963064241241376e-06,1.9652156824090383e-06,8.597103206220424e-07,2.8348781601517105e-06,1.4132278123235586e-05,0.0,0.0,3.920338717255945e-06,-6.78679290100348e-06,2.4659696192563806e-05,3.186743148502203e-05,0.0,-1.49465660264525e-05,0.0,0.0,5.380321474208749e-05,7.373104615893134e-06,0.0,0.0,0.0,1.294470453714336e-05,9.727954024185692e-06,-1.2535517298983833e-05,6.142279768583947e-06,1.5216647011873086e-05,2.537181795119192e-05,1.8393764514179622e-06,1.9048526119780362e-06,-2.2204460492503132e-17,-2.3047316139557237e-06,4.538183138391716e-06,1.702017295741598e-05,0.0,4.14619482971279e-06,7.893127059599437e-06,2.9488714832437425e-06,7.061772858052428e-06,2.66303401514012e-05
8,8.223358300631922e-05,6.681733320228478e-05,3.094957154188282e-05,1.9408012019828114e-05,7.066139061617793e-05,0.00021652051531881878,5.944419676029433e-05,0.00011761016151796699,0.00017645661542640135,0.0002022095087788278,0.00023900573613766518,-0.00023350846468184194,0.00040355728271432854,0.00020663097586177682,-4.4408920985006264e-17,0.00013181787611808992,2.0417828166996445e-05,0.0001329073482428722,7.007708479327413e-05,2.637130801688148e-05,9.4927833272207e-05,2.244912467124216e-05,2.8413839211149927e-05,6.510816554674558e-05,0.0002586829992011763,0.0001196099989126731,6.98963051525947e-05,2.7620362874358762e-05,5.422486490522793e-05,4.647875421577296e-05,5.445819766058957e-05,0.00011914121070164541,5.6082866684215026e-05,7.877770176427657e-05,8.28778341259273e-05,1.3433747868196733e-05,5.508182829299102e-05,6.555160652652603e-05
9,2.873221574919427e-05,1.7686941141792367e-05,1.7624061572485418e-05,1.744540406278805e-05,0.00015545505935559144,0.00015156436072318868,0.00020805468866103016,4.312372588990421e-05,4.07207574061319e-05,0.00013809429867823743,0.0002549394518801762,0.0,-7.47328301322625e-05,5.009235778470344e-05,-7.38098167056389e-05,0.000193691573071475,2.3820799528162517e-05,6.64536741214583e-05,0.00014015416958654825,0.0,0.00016396625747019388,6.734737401370428e-05,3.844225305034143e-05,8.230654889871403e-05,8.369155856515764e-05,0.0001280672715630482,1.4715011611121653e-05,3.333492071047051e-05,1.1218937566570553e-05,1.5748999362408256e-05,2.2237097378119407e-05,4.7008096739431517e-05,1.5295327277531358e-05,7.877770176423216e-05,3.551907176826408e-05,4.88202056674103e-05,6.567448758010297e-05,0.00012495774994114583
